query,title,url,snippet,creation_date,modified_date,display_link,rank
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,2020 Annual Report,https://s21.q4cdn.com/665674268/files/doc_financials/annual/2020/377973_1_9_FedEx_AR_WR.pdf,"Jul 20, 2020 ... To put the right package in the right network at the right cost to serve our customers, FedEx Express is contracting with FedEx Ground for the ...",,,s21.q4cdn.com,1
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Sustainability Report,https://s29.q4cdn.com/769210894/files/doc_financials/2024/ar/Glaukos-2023-Sustainability-Report_vFF.pdf,"Apr 16, 2024 ... SOCIAL. ENVIRONMENTAL. APPENDIX. 54. Glaukos Corporation | 2023 Sustainability Report. In 2023, the EH&S Inspection program continued in San.",2024-04-16,2024-04-16,s29.q4cdn.com,2
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,INFINITE POTENTIAL,https://s1.q4cdn.com/288660599/files/doc_downloads/2024/03/2023-combined-report.pdf,"Mar 21, 2024 ... 2023 COMBINED ANNUAL & SUSTAINABILITY REPORT ... environmental and social impacts associated with the ... & CFO of FedEx Express1, 4. Dune E. Ives.",2024-03-19,2024-03-19,s1.q4cdn.com,3
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,FedEx Corporation,https://s21.q4cdn.com/665674268/files/doc_presentations/2023/12/Roadshow-12-19-2023-PDF-Download.pdf,"Dec 19, 2023 ... Source: 2023 ESG Report. Corporate Social Responsibility - Awards &. Recognition. • World's Most Admired Companies 2023 – FORTUNE. • This is the ...",2023-12-19,2023-12-19,s21.q4cdn.com,4
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Notice of 2020 Annual Meeting of Stockholders and Proxy Statement,https://s21.q4cdn.com/665674268/files/doc_financials/annual/2020/371822_1_11_FedEx_NPS_WR.pdf,"Sep 21, 2020 ... Our 2020 Global Citizenship Report is available at sustainability.fedex.com. The Global Citizenship Report is not incorporated by reference ...",2023-12-19,2023-12-19,s21.q4cdn.com,5
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Global Economic Impact Report,https://s21.q4cdn.com/665674268/files/doc_downloads/2023/10/30/2023-FedEx-Economic-Impact-Report.pdf,"Oct 30, 2023 ... Despite a challenging operating environment in FY 2023, FedEx continued making substantial contributions to the worldwide economy. This section ...",2023-10-25,2023-10-25,s21.q4cdn.com,6
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,2023 Proxy Statement,https://s21.q4cdn.com/665674268/files/doc_financials/2023/ar/419402-1-_11_FedEx-Proxy_WR.pdf,"Aug 10, 2023 ... Explore our goals and progress at fedex.com/en-us/sustainability/reports.html. ... report disclosing how FedEx Corp., is addressing the impact.",2023-08-07,2023-08-07,s21.q4cdn.com,7
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,2023-Annual-Report.pdf,https://s21.q4cdn.com/665674268/files/doc_downloads/2023/09/2023-Annual-Report.pdf,"Sep 21, 2023 ... ... FedEx Corporation Annual Report on Form 10-K, ... available at fedex.com/en-us/sustainability/reports ... FedEx Corporation (the Company) as of May ...",2023-07-20,2023-08-04,s21.q4cdn.com,8
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,FedEx Corporation,https://s21.q4cdn.com/665674268/files/doc_financials/2023/q4/FedEx-FY23-10-K.pdf,"Jul 17, 2023 ... Our 2023 ESG Report is available at fedex.com/en- us/sustainability/reports.html. This report details progress toward our ESG strategies ...",2023-07-17,2023-07-17,s21.q4cdn.com,9
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,2023 Sustainability Report,https://s2.q4cdn.com/661678649/files/doc_financials/2023/sr/2023-Boeing-Sustainability-Report.pdf,"Jun 14, 2023 ... contributions, corporate sustainability and key strategic, ... FedEx Express and tested SAF ... Commission, including our most recent Annual Report ...",2023-06-27,2023-06-30,s2.q4cdn.com,10
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,2023 proxy statement - and notice of annual meeting,https://s24.q4cdn.com/875787111/files/doc_financials/2023/ar/CMCO-2023-Proxy.pdf,"Jun 12, 2023 ... FedEx Corporation. (NYSE: FDX). Board ... 2023, we published our third annual Sustainability. Report. ... Corp. Development and Secretary, and held ...",2023-06-10,2023-06-10,s24.q4cdn.com,11
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,2022 - Sustainability Report,https://s29.q4cdn.com/769210894/files/doc_downloads/2023/Glaukos-2022-Sustainability-Report_vFF.pdf,"The topics have been grouped by category — Governance,. Products, Social, and Environmental. TOPIC. GOALS/KEY PERFORMANC E INDICATORS (KPI) SET IN 2023 1.",2023-04-18,2023-04-18,s29.q4cdn.com,12
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Integrated Sustainability and Financial Report 2023 | Ford Corporate,https://s201.q4cdn.com/693218008/files/doc_downloads/key-disclosures/2023/2023-Integrated-Sustainability-and-Financial-Report.pdf,"For example, FedEx Office is piloting the E-Transit for SameDay City service. “FedEx SameDay City is a perfect use-case for testing the capabilities of the ...",2023-03-29,2023-08-09,s201.q4cdn.com,13
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,INDUSTRIAL GRADE IMPACT,https://s23.q4cdn.com/763235638/files/doc_downloads/2022/STAG-2022-Sustainability-Report.pdf,"Since our last report, STAG has submitted our first formal disclosure through CDP (formerly the Carbon Disclosure Project) to promote economic and environmental ...",2023-03-15,2023-03-15,s23.q4cdn.com,14
FedEx Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,DEFINING UR FUTURE TOGETHER,https://s1.q4cdn.com/288660599/files/doc_downloads/2023/Ball2022_CR_PDF_031423-FINAL1.pdf,"Mar 10, 2023 ... BALL CORPORATION 2022 COMBINED REPORT. Page 30. OUR CLIMATE. TRANSITION. PATHWAY. Page 31 ... & CFO of FedEx Express1, 4 ... Some achievements from ...",2023-03-14,2023-03-24,s1.q4cdn.com,15
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form DEF 14A for Hooker Furnishings Corp filed 05/03/2024,https://investors.hookerfurnishings.com/static-files/3cae44be-a46b-4e6a-88b0-751bee4cb1d1,"May 3, 2024 ... ... Sustainable Furnishings Council, and the Eco Ambassador ... consolidated financial statements included in the Company's 2024 Annual Report on Form ...",2024-05-03,2024-05-03,investors.hookerfurnishings.com,1
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,2024 Corporate Responsibility Report,https://www.hookerfurnishings.com/css/30109/pdf/2024%20CSR%20Report%2005022024.pdf,"May 3, 2024 ... Below are Hooker Furnishings' 2023 company demographics for US-based employees. ... Environment: Hooker Furnishings is committed to protecting the ...",2024-05-02,2024-05-02,www.hookerfurnishings.com,2
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,2024 Annual Report,https://investors.hookerfurnishings.com/static-files/3581e58f-35fb-469a-9975-0b70e9209118,"Apr 30, 2024 ... ANNUAL REPORT ON FORM 10-K. Hooker Furnishings Corporation's Annual Report on Form. 10-K, included herein, is also available on our website at.",2024-04-17,2024-04-20,investors.hookerfurnishings.com,3
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Hooker Furnishings Reports Improved Profitability in 2024 Fiscal Year,https://investors.hookerfurnishings.com/node/15126/pdf,"Apr 11, 2024 ... Despite difficult business conditions for the home furnishings industry and a 25.7% consolidated sales decrease, the. Company reported ...",2024-04-11,,investors.hookerfurnishings.com,4
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Clayton Report Template,https://www.hookerfurnishings.com/css/30109/pdf/Hooker-Furnishings-FY2023_CDP-Verification-Opinion-Declaration_Final.pdf,"Boundaries of the reporting company ... Hooker Furniture GHG Emissions for Fiscal Year 2023 ... company that specializes in Health, Safety, Social and Environmental.",2024-04-10,2024-04-10,www.hookerfurnishings.com,5
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 10-Q for Hooker Furnishings Corp filed 12/08/2023,https://investors.hookerfurnishings.com/static-files/c0db1cac-bbc6-4604-866f-afef23d06634,"Dec 8, 2023 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ...",2023-12-08,2023-12-08,investors.hookerfurnishings.com,6
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 8-K for Hooker Furnishings Corp filed 09/08/2023,https://investors.hookerfurnishings.com/static-files/033a50d5-e97a-43aa-9efe-f94e594ce96b,"Sep 8, 2023 ... Date of Report (Date of earliest event reported): September 8, 2023. Hooker Furnishings Corporation. (Exact ...",2023-09-08,2023-09-08,investors.hookerfurnishings.com,7
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,WATER RESOURCES • ENVIRONMENTAL SERVICES ...,https://www.hookerfurnishings.com/css/30109/pdf/Hooker-Furnishings-FY2022_CDP-Verification-Opinion-Declaration_July-21-2023.pdf,"Jul 21, 2023 ... Boundaries of the reporting company GHG ... Social and Environmental ... benefit of Hooker Furniture in accordance with the terms of our agreement.",2023-07-21,2023-07-21,www.hookerfurnishings.com,8
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Hooker Furnishings Reports First Quarter Sales and Earnings ...,https://investors.hookerfurnishings.com/node/14861/pdf,"Jun 8, 2023 ... and manufacturer of comfortable, stylish and high-quality outdoor furniture. Hooker Furnishings Corporation's corporate offices and upholstery.",2023-06-08,,investors.hookerfurnishings.com,9
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 10-Q for Hooker Furnishings Corp filed 06/08/2023,https://investors.hookerfurnishings.com/static-files/bbf9731a-6b75-4d6c-b2d5-7a2e479da567,"Jun 8, 2023 ... 2023 (“2023 Annual Report”). The preparation ... challenges to the retail environment ... In connection with the Hooker Furnishings Corporation (the ...",2023-06-08,2023-06-08,investors.hookerfurnishings.com,10
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Untitled,https://www.hookerfurnishings.com/css/30109/pdf/2023-CSR-Report-FINAL-5-9-23.pdf,"May 10, 2023 ... 54. Page 3. | 2023 Corporate Social Responsibility Report. 3. 2022 was a transformative year for Hooker Furnishings . Looking back, our team's ...",2023-05-09,2023-05-09,www.hookerfurnishings.com,11
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,2023 Annual Report,https://investors.hookerfurnishings.com/static-files/08d8d489-0e08-4428-b3b6-59b8fe5e4417,"Apr 14, 2023 ... Unless otherwise indicated, references to the “Company,” “we,” “our” or “us” refer to Hooker Furnishings Corporation and its consolidated ...",2023-04-24,2023-04-24,investors.hookerfurnishings.com,12
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Hooker Furnishings Reports Fiscal 2023 Results,https://investors.hookerfurnishings.com/node/14786/pdf,"Apr 15, 2023 ... Hooker Furnishings Corporation's corporate offices and upholstery ... environment for home ... ""Risk Factors"" in the Company's Annual Report on Form.",2023-04-15,,investors.hookerfurnishings.com,13
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 10-K for Hooker Furnishings Corp filed 04/14/2023,https://investors.hookerfurnishings.com/static-files/9c80ca2d-2de2-4726-bdb9-dbfc48e7ebd1,"Apr 14, 2023 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ...",2023-04-14,2023-04-14,investors.hookerfurnishings.com,14
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:hookerfurnishings.com,Form 8-K for Hooker Furnishings Corp filed 03/17/2023,https://investors.hookerfurnishings.com/static-files/15e6ff06-9c0f-4ab2-8866-9320e5681be8,"Mar 17, 2023 ... Date of Report (Date of earliest event reported): March 14, 2023. HOOKER FURNISHINGS CORPORATION. (Exact name of registrant as specified in ...",2023-03-17,2023-03-17,investors.hookerfurnishings.com,15
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Form DEF 14A for Hooker Furnishings Corp filed 05/03/2024,https://investors.hookerfurnishings.com/static-files/3cae44be-a46b-4e6a-88b0-751bee4cb1d1,"May 3, 2024 ... ... Sustainable Furnishings Council, and the Eco Ambassador ... consolidated financial statements included in the Company's 2024 Annual Report on Form ...",2024-05-03,2024-05-03,investors.hookerfurnishings.com,1
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,2024 Annual Report,https://investors.hookerfurnishings.com/static-files/3581e58f-35fb-469a-9975-0b70e9209118,"Apr 30, 2024 ... ANNUAL REPORT ON FORM 10-K. Hooker Furnishings Corporation's Annual Report on Form. 10-K, included herein, is also available on our website at.",2024-04-17,2024-04-20,investors.hookerfurnishings.com,2
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Hooker Furnishings Reports Improved Profitability in 2024 Fiscal Year,https://investors.hookerfurnishings.com/node/15126/pdf,"Apr 11, 2024 ... Despite difficult business conditions for the home furnishings industry and a 25.7% consolidated sales decrease, the. Company reported ...",2024-04-11,,investors.hookerfurnishings.com,3
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Form 10-Q for Hooker Furnishings Corp filed 12/08/2023,https://investors.hookerfurnishings.com/static-files/c0db1cac-bbc6-4604-866f-afef23d06634,"Dec 8, 2023 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ...",2023-12-08,2023-12-08,investors.hookerfurnishings.com,4
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Form 8-K for Hooker Furnishings Corp filed 09/08/2023,https://investors.hookerfurnishings.com/static-files/033a50d5-e97a-43aa-9efe-f94e594ce96b,"Sep 8, 2023 ... Date of Report (Date of earliest event reported): September 8, 2023. Hooker Furnishings Corporation. (Exact ...",2023-09-08,2023-09-08,investors.hookerfurnishings.com,5
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Form 10-Q for Hooker Furnishings Corp filed 06/08/2023,https://investors.hookerfurnishings.com/static-files/bbf9731a-6b75-4d6c-b2d5-7a2e479da567,"Jun 8, 2023 ... 2023 (“2023 Annual Report”). The preparation ... challenges to the retail environment ... In connection with the Hooker Furnishings Corporation (the ...",2023-06-08,2023-06-08,investors.hookerfurnishings.com,6
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Hooker Furnishings Reports First Quarter Sales and Earnings ...,https://investors.hookerfurnishings.com/node/14861/pdf,"Jun 8, 2023 ... and manufacturer of comfortable, stylish and high-quality outdoor furniture. Hooker Furnishings Corporation's corporate offices and upholstery.",2023-06-08,,investors.hookerfurnishings.com,7
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,2023 Annual Report,https://investors.hookerfurnishings.com/static-files/08d8d489-0e08-4428-b3b6-59b8fe5e4417,"Apr 14, 2023 ... Unless otherwise indicated, references to the “Company,” “we,” “our” or “us” refer to Hooker Furnishings Corporation and its consolidated ...",2023-04-24,2023-04-24,investors.hookerfurnishings.com,8
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Hooker Furnishings Reports Fiscal 2023 Results,https://investors.hookerfurnishings.com/node/14786/pdf,"Apr 15, 2023 ... Hooker Furnishings Corporation's corporate offices and upholstery ... environment for home ... ""Risk Factors"" in the Company's Annual Report on Form.",2023-04-15,,investors.hookerfurnishings.com,9
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Form 10-K for Hooker Furnishings Corp filed 04/14/2023,https://investors.hookerfurnishings.com/static-files/9c80ca2d-2de2-4726-bdb9-dbfc48e7ebd1,"Apr 14, 2023 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ...",2023-04-14,2023-04-14,investors.hookerfurnishings.com,10
Hooker Furnishings Corp. Sustainability Report 2023 filetype:pdf site:investors.hookerfurnishings.com,Form 8-K for Hooker Furnishings Corp filed 03/17/2023,https://investors.hookerfurnishings.com/static-files/15e6ff06-9c0f-4ab2-8866-9320e5681be8,"Mar 17, 2023 ... Date of Report (Date of earliest event reported): March 14, 2023. HOOKER FURNISHINGS CORPORATION. (Exact name of registrant as specified in ...",2023-03-17,2023-03-17,investors.hookerfurnishings.com,11
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Impact assessment of IndusInd bank's Institution on Solar program ...,https://www.indusind.com/content/dam/indusind-csr/csr-pdf/IndusInd_Impact_Assessment-Institutions_on_Solar.pdf,"the report or any part thereof, RTI International ... corporate responsibility towards environmental sustainability, ... Girls' High School for May 2023. The ...",2024-05-08,2024-05-08,www.indusind.com,1
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Impact assessment of IndusInd Bank's Cancer Care Support ...,https://www.indusind.com/content/dam/indusind-csr/csr-pdf/IndusInd_Impact_Assessment-Cancer_care.pdf,"Further, comments in our report are not intended, nor should they be interpreted to be legal advice or opinion. In accordance with its policy, RTI.",2024-05-08,2024-05-08,www.indusind.com,2
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Investor Presentation Q4 FY 24,https://www.indusind.com/content/dam/indusind-corporate/investors/investor-presentation/FY2023-2024/Investor_Presentation_Q4-FY24.pdf,"Apr 25, 2024 ... The latest sustainability report, accessible ... Planning Cycle 6 (FY 2023-26) ... This presentation has been prepared by IndusInd Bank Limited (the ...",2024-04-30,2024-04-30,www.indusind.com,3
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,IndusInd Bank Integrated Report 2022-23,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusInd_Bank_Integrated_Report_2022-23.pdf,"Jan 25, 2024 ... The Bank is committed to creating long-term value for its stakeholders and has been reporting its sustainability efforts proactively since 2011.",2024-03-06,2024-03-06,www.indusind.com,4
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Sustainability Policy,https://www.indusind.com/content/dam/indusind-corporate/Other/sustainability/SustainabilityPolicy.pdf,31-July-2023 ... reporting and following various reporting ... IndusInd Bank Limited. Sustainability Policy. Page 12 of 12. Review of the Sustainability Policy.,2023-12-20,2023-12-20,www.indusind.com,5
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Investor Presentation Q2-FY24 | SEPTEMBER 2023,https://www.indusind.com/content/dam/indusind-corporate/investors/investor-presentation/FY2023-2024/Investor-Presentation-Q2-FY24.pdf,"Oct 18, 2023 ... This presentation has been prepared by IndusInd Bank Limited (the “Bank”) solely for information purposes, without regard to any specific ...",2023-10-18,2023-10-18,www.indusind.com,6
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Annual Report 2022-23,https://www.indusind.com/content/dam/indusind-corporate/investor-resource/latest-annual-report/annual_report_2022-23.pdf,"Jul 24, 2023 ... With board-level involvement in environmental, social, and governance policies, IndusInd ... IndusInd Bank Limited. A relevant business ... 2023. 03.",2023-08-02,2023-08-02,www.indusind.com,7
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,BUSINESS RESPONSIBILITY & SUSTAINABILITY REPORT,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusIndBank_AnnualReport2022-23_BRSR_01082023.pdf,"Jul 24, 2023 ... ... Bank Awards 2023, marking its second consecutive win. ... engagement, to report on IndusInd Bank Limited BRSR (Business Responsibility and ...",2023-08-01,2023-08-01,www.indusind.com,8
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Investor Presentation - Q1FY24,https://www.indusind.com/content/dam/indusind-corporate/investors/investor-presentation/FY2023-2024/Investor-Presentation-Q1-FY24.pdf,"Jul 18, 2023 ... Planning Cycle 6 (FY 2023-26) ... Corporate Banking. June-23. %. Large Corporates ... This presentation has been prepared by IndusInd Bank Limited ( ...",2023-07-18,2023-07-18,www.indusind.com,9
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Analyst Meet Transcript Q4FY23,https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2022-2023/Quarter4/Analyst-Call-Transcript-Q4FY23.pdf,"Apr 24, 2023 ... We have strengthened our position across sustainability metrics. We closed the. Page 6. IndusInd Bank Limited. April 24, 2023. Page ...",2023-07-14,2023-07-14,www.indusind.com,10
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Investor Presentation – Q4FY23,https://www.indusind.com/content/dam/indusind-corporate/investors/QuarterFinancialResults/FY2022-2023/Quarter4/Investor-Presentation-Q4-FY23.pdf,"Apr 24, 2023 ... report, the bank's current rating and ... 'Escorts Kubota Ltd'. 'Bharat FinTech Summit 2023 ... This presentation has been prepared by IndusInd Bank ...",2023-04-24,2023-11-09,www.indusind.com,11
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,IndusInd Bank Integrated Report 2021-22,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusInd-Bank-Integrated-Report-2021-22.pdf,the 75 banks globally to be included in the S&P DJSI. Sustainability Yearbook 2023 for 3 consecutive years. ESG Ratings/ Score. Refintiv. The Bank has been a ...,2023-04-10,2023-04-10,www.indusind.com,12
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2024 NVIDIA Corporation Annual Review,https://s201.q4cdn.com/141608511/files/doc_financials/2024/ar/NVIDIA-2024-Annual-Report.pdf,"May 14, 2024 ... ... Inc. reporting its beneficial ownership as of December 29, 2023. The Schedule 13G/A reports that Vanguard has shared voting power with respect ...",2024-05-14,2024-05-14,s201.q4cdn.com,1
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Untitled,https://s25.q4cdn.com/479285134/files/doc_financials/2023/AR/mastercard2024proxystatementdef14a.pdf,"Apr 26, 2024 ... Mastercard Incorporated's Proxy Statement for the 2024 Annual Meeting of Stockholders (the Proxy Statement) and the 2023 Annual Report on.",2024-04-26,2024-04-26,s25.q4cdn.com,2
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Wex Proxy 2024,https://s201.q4cdn.com/988560546/files/doc_financials/2023/ar/WEX-Proxy-Statement-2023.pdf,"Apr 23, 2024 ... The proxy statement and 2023 Annual Report, which includes the Company's Annual Report on Form 10-K for the fiscal year ended December 31, 2023 ...",2024-04-23,2024-04-23,s201.q4cdn.com,3
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Notice of 2024 Annual Meeting of Shareholders & Proxy Statement,https://s2.q4cdn.com/299287126/files/doc_financials/2024/ar/Amazon-com-Inc-2024-Proxy-Statement.pdf,"Apr 11, 2024 ... served as Executive Chairman of Intuit Inc ... on our website, including in our annual sustainability report titled “Building a Better Future ...",2024-04-08,2024-04-10,s2.q4cdn.com,4
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2024 Notice of Annual Meeting of Stockholders and Proxy Statement,https://s201.q4cdn.com/231198771/files/doc_financials/2024/ar/PayPal-Holdings-Inc-Combined-2024-Proxy-Statement-and-2023-Annual-Report.pdf,"Apr 9, 2024 ... Page 1. 2024 Notice of Annual. Meeting of Stockholders and Proxy Statement. 2023 Annual Report ... corporate sustainability and impact topics.",2024-04-05,2024-04-08,s201.q4cdn.com,5
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Visa-Inc-2024-Proxy-Statement-40.pdf,https://s29.q4cdn.com/385744025/files/doc_downloads/2023/Visa-Inc-2024-Proxy-Statement-40.pdf,"Dec 7, 2023 ... 2023 Annual Report on Form 10-K as filed ... S&P's 2023 Sustainability Yearbook for third consecutive year ... Intuit Inc. and removed Capital One ...",2023-12-08,2023-12-08,s29.q4cdn.com,6
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Notice of 2023 Annual Meeting of Stockholders,https://s23.q4cdn.com/483669984/files/doc_financials/2023/ar/2023-proxy-statement.pdf,"Sep 21, 2023 ... sustainability report detailing environmental, social and ... Intuit Inc. (INTU). Salesforce.com, Inc ... June 30, 2023 included in our annual ...",2023-09-19,2023-09-19,s23.q4cdn.com,7
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","BILL HOLDINGS, INC.",https://s24.q4cdn.com/404137088/files/doc_financials/2023/q4/bill-20230630.pdf,"Jun 30, 2023 ... changes in the short-term interest rate environment during fiscal 2023. ... report dated August 29, 2023 expressed an unqualified opinion thereon.",2023-08-30,2023-08-30,s24.q4cdn.com,8
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Intuit Inc. - Climate Change 2023,https://s23.q4cdn.com/935127502/files/doc_downloads/gov_doc/intuit-cdp-report-2023.pdf,"disclosures, including Intuit's Corporate Responsibility Report, and communications about environmental strategy and progress with investors and other.",2023-07-28,,s23.q4cdn.com,9
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023 NVIDIA Corporation Annual Review,https://s201.q4cdn.com/141608511/files/doc_financials/2023/ar/2023-Annual-Report-1.pdf,"May 8, 2023 ... ... annual Corporate Responsibility Report, or CR Report. ... Intuit Inc. (INTU). Qualcomm Incorporated ... sustainability disclosure or ESG reporting ...",2023-05-05,2023-05-05,s201.q4cdn.com,10
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Untitled,https://s25.q4cdn.com/479285134/files/doc_financials/2022/AR/Mastercard-proxy-courtesy-PDF.pdf,"Feb 14, 2023 ... Monex Group, Inc. ... In 2023, we will publish our sixth annual corporate sustainability report. ... • Intuit. • PayPal Holdings. • Salesforce.com.",2023-04-28,2023-04-28,s25.q4cdn.com,11
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Informatica Inc.,https://s28.q4cdn.com/994279666/files/doc_financials/2023/ar/310dcb77-8dbd-4975-a15e-227999180bf8.pdf,"Apr 26, 2023 ... Additionally, we recently launched our inaugural Sustainability Report ... at the 2023 annual meeting of ... cybersecurity company, Intuit Inc., a ...",2023-04-26,2023-04-26,s28.q4cdn.com,12
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023 Notice & Proxy Statement 2022 Annual Report,https://s21.q4cdn.com/963721274/files/doc_financials/2022/ar/Twilio-2023-Proxy-Statement-2022-Annual-Report.pdf,"Apr 26, 2023 ... Intuit Inc. ServiceNow, Inc. The Trade Desk ... 2023 Annual Meeting of Stockholders are incorporated ... social investments, and other matters in ...",2023-04-20,2023-04-26,s21.q4cdn.com,13
"Intuit, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023 Notice of Annual Meeting of Stockholders and Proxy Statement ...,https://s201.q4cdn.com/231198771/files/doc_financials/2023/ar/PayPal-Holdings-Inc-Combined-2023-Proxy-Statement-and-2022-Annual-Report.pdf,"Apr 13, 2023 ... ... 2023 Notice of Annual Meeting of. Stockholders and Proxy Statement. 2022 Annual Report ... Inc. April 13 ... Intuit Inc. Meta Platforms, Inc. Oracle ...",2023-04-08,2023-04-13,s201.q4cdn.com,14
