query,title,label,url,snippet,creation_date,modified_date
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",,https://ir.alicoinc.com/all-sec-filings/content/0000003545-23-000030/0000003545-23-000030.pdf,"Dec 6, 2023 ... The forward-looking statements in this Annual Report are only ... sustainability, climate change ... 2023 (the â€œReportâ€) of Alico, Inc. (theÂ ...",2023-12-06,
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",,https://ir.alicoinc.com/quarterly-reports/content/0001564590-22-003731/0001564590-22-003731.pdf,"Feb 3, 2022 ... Company's Annual Report on Form 10-K for the ... 2023. There ... Company's Environmental, Sustainability and Governance (â€œESGâ€) implementation.",2022-02-03,
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",,https://ir.alicoinc.com/all-sec-filings/content/0000003545-24-000066/0000003545-24-000066.pdf,"May 6, 2024 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the SecuritiesÂ ...",2024-05-06,
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",,https://ir.alicoinc.com/all-sec-filings/content/0000950170-22-026459/0000950170-22-026459.pdf,"Apr 5, 2022 ... ... Statementsâ€ in the notes to the consolidated financial statements included in this Annual Report on Form 10-K. We have not filed and do notÂ ...",2022-12-13,
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",,https://ir.alicoinc.com/all-sec-filings/content/0000003545-24-000034/0000003545-24-000034.pdf,"Feb 7, 2024 ... ... 2023 filed with the. Securities and Exchange Commission (the â€œSECâ€) on December 6, 2023 (the â€œ2023 Annual Report on Form 10-Kâ€). Except asÂ ...",2024-02-07,
"Alico, Inc. Sustainability Report 2023 filetype:pdf site:ir.alicoinc.com","ALICO, INC.",,https://ir.alicoinc.com/all-sec-filings/content/0000950170-23-037560/0000950170-23-037560.pdf,"Aug 3, 2023 ... On July 14, 2023 the Company paid a third ... legal, regulatory or market measures to address climate change and sustainability ... Annual Report on.",2023-08-03,
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,2023 Sustainability and Governance Report | Target Corporation,1.0,https://corporate.target.com/getmedia/e4f81467-57ab-4787-a5a7-ab6efb7dd05c/Target-2023-Sustainability-and-Governance-Report.pdf,That's why Target has publicly shared our corporate responsibility efforts since. 1969 and why we continue that practice in the following report. I'm inspiredÂ ...,2023-09-22,2023-11-07
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,2019 Target Corporate Responsibility Report,,https://corporate.target.com/getmedia/2280ca61-697f-4593-84f1-6e5ab796c2ee/2019_Target_Corporate-Responsibility-Report.pdf,"Apr 3, 2018 ... In an ever-changing world, we regularly evaluate and align our strategy and reporting against the most material corporate responsibility topicsÂ ...",2019-10-11,2019-10-11
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,2020 Target Corporate Responsibility Report,,https://corporate.target.com/getmedia/5703b228-030d-4f69-8a37-afc8225c57e3/2020_Target_Corporate-Responsibility-Report.pdf,"Jan 1, 2020 ... 2023 by sharpening our focus on advancement, retention and hiring. 2020 Target Corporate Responsibility Report. The Big Picture. Supply Chain.",2020-10-01,2020-10-02
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,2021 Target Corporate Responsibility Report,,https://corporate.target.com/getmedia/f522b0eb-065b-410c-9c1c-07a2244bfdb2/2021_Target_Corporate-Responsibility-Report.pdf,"Jun 6, 2021 ... 20% by 2023. For more information on how we are making progress on achieving that goal, read our Workforce Diversity Report (2020). Part ofÂ ...",2021-07-27,2022-03-11
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,"2022 Target Environmental, Social and Governance Report",,https://corporate.target.com/getmedia/6fa88845-4341-4654-a554-5d58c553e88c/2022_Target_ESG_Report.pdf,"team members across the company by 20% by 2023, with ... corporate reporting on climate-related risks and ... report on our progress in our annual ESG Report.",2022-07-13,2022-08-23
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,Welcome to your CDP Climate Change Questionnaire 2023 C0 ...,1.0,https://corporate.target.com/getmedia/c70c48ab-0e10-4576-9e92-789e30665964/2023-CDP-Climate-Response.pdf,"Jul 24, 2023 ... Target's ESG initiatives, covered in our 2022 ESG Report. (https://corporate.target.com/sustainability-ESG/governance-and-reporting/reporting-.",2023-08-17,2023-08-18
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,2023 Proxy Statement and Notice of Annual Meeting of Shareholders,,https://corporate.target.com/getmedia/86944c9b-857d-426b-a6cf-19280989cc77/2023-Proxy-Statement_Target-Corporation.pdf,corporate.target.com/investors/annual/annual-reports ... corporate.target.com/sustainability-ESG/governance-and-reporting/ ... Target Corporation's 2023 annualÂ ...,2023-04-19,2023-04-24
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,Target Corporation CDP Water Security Questionnaire 2023Friday ...,,https://corporate.target.com/getmedia/9aa830b5-d8d2-413d-8184-7fc17a42615b/2023-CDP-Water-Response.pdf,"Jul 28, 2023 ... The principal forward-looking statements in this report include our sustainability goals, commitments and programs; our business plansÂ ...",2023-08-16,2023-08-17
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,Annual Report 2022,,https://corporate.target.com/getmedia/0817b557-7676-440b-a85d-3f48954ff919/2022-Target-Annual-Report.pdf,"... Target Corporation (the Corporation) as of January 28, 2023 and January 29 ... sustainability-ESG/governance-and-reporting/ corporate-governance. TargetÂ ...",2023-03-09,2023-04-20
Target Corp. Sustainability Report 2023 filetype:pdf site:corporate.target.com,Welcome to your CDP Forests Questionnaire 2023 F0. Introduction,,https://corporate.target.com/getmedia/e54436d4-84a1-4e9b-8fd4-6b25cd4509d6/2023-CDP-Forest-Response.pdf,"Target Corporation CDP Forests Questionnaire 2023 Friday, July 28, 2023 ... The principal forward-looking statements in this report include our ... https://Â ...",2023-08-17,2023-08-18
Universal Corp. Sustainability Report 2023 filetype:pdf site:universalcorp.com,2023 Universal Sustainability Report,1.0,http://www.universalcorp.com/Resources/Practices/2023%20Universal%20Sustainability%20Report.pdf,"Dec 14, 2023 ... One of those. Committees is our Nominating and Corporate. Governance (NCG) Committee which oversees and reviews Environmental, Social, andÂ ...",2023-12-11,2023-12-11
Universal Corp. Sustainability Report 2023 filetype:pdf site:universalcorp.com,2022 Universal Sustainability Report.pdf,,https://www.universalcorp.com/Resources/Practices/2022%20Universal%20Sustainability%20Report.pdf,"One of those Committees is our Nominating and. Corporate Governance (NCG) Committee which oversees and reviews Environmental, Social, and. Governance (ESG)Â ...",2023-01-05,2023-01-05
Universal Corp. Sustainability Report 2023 filetype:pdf site:universalcorp.com,2021 Universal Sustainability Report.pdf,,http://www.universalcorp.com/Resources/Practices/2021%20Universal%20Sustainability%20Report.pdf,"One of those Committees is our Nominating and Corporate Governance Committee. This Committee oversees and reviews Environmental, Social, and Governance (ESG)Â ...",2022-02-03,2022-02-03
Universal Corp. Sustainability Report 2023 filetype:pdf site:universalcorp.com,Bilancio di SostenibilitÃ  2022,,http://www.universalcorp.com/Resources/OurCompany/Universalleaf/Europe/Deltafina_Sustainability_Report_FY22_(Italian).pdf,la cui installazione inizierÃ  nel 2023. ... Sustainability Report 2022. FCV. BLY. DAC. DFC. Totale ... Dipendenti. Deltafina Ã¨ di proprietÃ  della multinazionaleÂ ...,2023-05-26,2023-05-26
Semtech Corp. Sustainability Report 2023 filetype:pdf site:semtech.com,Corporate Sustainability Report - 2023,1.0,https://www.semtech.com/uploads/quality/Semtech-CS_Report-2023-F1.pdf,"Jan 29, 2023 ... LoRa is the de facto wireless platform of Internet of Things (IoT). Semtech's LoRa chipsets connect sensors to the cloud and enable real-timeÂ ...",2023-05-10,2023-05-15
Semtech Corp. Sustainability Report 2023 filetype:pdf site:semtech.com,SMTC-01.29.2023-10K for Annual Report,,https://investors.semtech.com/ar2023/-/pdf/Semtech_AR_2023_Final_web.pdf,"Jan 30, 2022 ... when making investments and may consider a company's ESG or sustainability scores as a reputational or other factor in ... semtech.com. NasdaqÂ ...",2023-04-12,2023-04-19
Semtech Corp. Sustainability Report 2023 filetype:pdf site:semtech.com,Annual Report,,https://investors.semtech.com/ar2024/-/pdf/Semtech-AR-2024-Full-Book-web.pdf,"Mar 28, 2024 ... Portions of the registrant's Proxy Statement in connection with registrant's 2024 annual meeting of stockholders to be filed with the SecuritiesÂ ...",2024-04-19,2024-04-19
Semtech Corp. Sustainability Report 2023 filetype:pdf site:semtech.com,Proxy Statement,,https://investors.semtech.com/ar2023/-/pdf/proxy_statement.pdf,"Apr 28, 2023 ... 10 | Semtech Corporation 2023 Proxy Statement. Page 19. CORPORATE GOVERNANCE. Corporate Social Responsibility and Sustainability. The CompanyÂ ...",2023-04-22,2023-04-22
Semtech Corp. Sustainability Report 2023 filetype:pdf site:semtech.com,LoRa Devices,,https://info.semtech.com/hubfs/Semtech-UseCase-EBook-SmartHome-2020_web.pdf?hsLang=en-us,Semtech Corporation - LoRa Devices Business Case Overview - Smart Home ... usage and enhance sustainability. ... report data regularly to iioote's web portal. InÂ ...,2020-05-13,2020-05-13
Semtech Corp. Sustainability Report 2023 filetype:pdf site:semtech.com,Leading the Digital Transformation of Water Utilities by Enabling ...,,https://info.semtech.com/hubfs/Birdz%20Whitepaper-final_web.pdf,boost efficiency and accelerate sustainability efforts. ... According to a report by ... ABOUT SEMTECH. Semtech Corporation is a leading supplier of highÂ ...,2019-10-21,2019-10-21
Semtech Corp. Sustainability Report 2023 filetype:pdf site:investors.semtech.com,SMTC-01.29.2023-10K for Annual Report,,https://investors.semtech.com/ar2023/-/pdf/Semtech_AR_2023_Final_web.pdf,"Jan 30, 2022 ... when making investments and may consider a company's ESG or sustainability scores as a reputational or other factor in ... semtech.com. NasdaqÂ ...",2023-04-12,2023-04-19
Semtech Corp. Sustainability Report 2023 filetype:pdf site:investors.semtech.com,Annual Report,,https://investors.semtech.com/ar2024/-/pdf/Semtech-AR-2024-Full-Book-web.pdf,"Mar 28, 2024 ... Portions of the registrant's Proxy Statement in connection with registrant's 2024 annual meeting of stockholders to be filed with the SecuritiesÂ ...",2024-04-19,2024-04-19
Semtech Corp. Sustainability Report 2023 filetype:pdf site:investors.semtech.com,Proxy Statement,,https://investors.semtech.com/ar2023/-/pdf/proxy_statement.pdf,"Apr 28, 2023 ... 10 | Semtech Corporation 2023 Proxy Statement. Page 19. CORPORATE GOVERNANCE. Corporate Social Responsibility and Sustainability. The CompanyÂ ...",2023-04-22,2023-04-22
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Sustainability Report Summary,,https://levistrauss.com/wp-content/uploads/2022/09/2021-Sustainability-Report-Summary-.pdf,"Today, we are proudly releasing both the Levi Strauss & Co. 2021 sustainability report and launching the second iteration of the Levi'sÂ® brand's â€œBuy Better,.",2022-09-16,2022-11-15
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,2022 Sustainability Goals & Progress Update | Levi Strauss,,https://www.levistrauss.com/wp-content/uploads/2023/09/2022-LSCo.-Sustainability-Goals-Progress-Update.pdf,"Sep 1, 2023 ... ... 2023. We have reflected the ... To see our former language, visit our 2021 sustainability report. ... Levi Strauss & Co., LS&Co., the company, usÂ ...",2023-09-19,2023-09-19
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Welcome to your CDP Climate Change Questionnaire 2023 C0 ...,1.0,https://www.levistrauss.com/wp-content/uploads/2023/08/Levi-Strauss-Co-CDP-Climate-Change-Response-2023.pdf,"Aug 10, 2023 ... ... reporting data and indicate whether you will be providing emissions data for past reporting years. Page 2. Levi Strauss & Co. CDP ClimateÂ ...",2023-08-22,2023-08-22
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Levi Strauss & Co. 2020 Sustainability Report,,https://www.levistrauss.com/wp-content/uploads/2021/09/LSCo.-2020-Sustainability-Report.pdf,"Groundbreaking takes place later in 2021, with operations scheduled to begin in late 2023. The 70,000 mÂ² solar and geothermal-powered facility will occupy aÂ ...",2021-09-21,2022-09-20
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Levi Strauss & Co. Releases 2021 Sustainability Report and New ...,,https://www.levistrauss.com/wp-content/uploads/2022/10/2021-Sustainability-Report-Press-Release.pdf,"SAN FRANCISCO (September 28, 2022) â€“ Levi Strauss & Co. has released a new slate of sustainability goals as part of its newly published 2021 SustainabilityÂ ...",2022-10-03,2022-10-03
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Creating real impact,,https://www.levistrauss.com/wp-content/uploads/2022/09/LSCo.-2021-Sustainability-Report-Strategy.pdf,"Today, we are proudly releasing both the Levi Strauss & Co. 2021 sustainability report and launching the second iteration of the Levi'sÂ® brand's â€œBuy Better,Â ...",2022-09-27,2022-09-27
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Using innovation and collaboration to create change,,https://www.levistrauss.com/wp-content/uploads/2022/09/LSCo.-2021-Sustainability-Report-Consumption.pdf,"environmental and social benefits. We have achieved ... 2023. As an added benefit, Stony Creek Colors ... Levi Strauss & Co. 2021 Sustainability Report. Page 52.",2022-09-27,2022-09-27
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,Why a Product-Lifecycle Approach? | Levi Strauss & Co. San ...,,https://www.levistrauss.com/wp-content/uploads/2014/01/A-Product-Lifecyle-Approach-to-Sustainability.pdf,â€¢ Our product-lifecycle approach addresses both environmental sustainability ... report contains detailed washer energy efficiency ... Levi Strauss & Co.â„¢ jeans inÂ ...,2009-07-28,2009-07-28
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,"GRI, UNGC, SDG INDEX | Levi Strauss & Co.",,https://www.levistrauss.com/wp-content/uploads/2023/09/2020-LSCo.-GRI-SDG-UNGC-Index.pdf,"The Global Reporting Initiative (GRI) is a sustainability reporting tool covering disclosures on economic, social, and environmental topics.",2021-09-09,2021-09-10
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:levistrauss.com,LEVI STRAUSS & Co. CHEMICAL PLAYBOOK FOR ZDHC ...,,https://www.levistrauss.com/wp-content/uploads/2023/09/ZDHC_Chemical_Playbook_2023_Final.pdf,"our 2024 (Fiscal Year 2023 data) Sustainability Report the number of wet finishing factories and ZDHC Gateway. Chemical Module registered factories, as wellÂ ...",2023-08-11,2023-08-11
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",Form 10-K for RBC Bearings INC filed 05/19/2023,,https://investor.rbcbearings.com/static-files/d541a03f-0396-4e05-b66e-5c93966c9fc1,"May 19, 2023 ... ... 2023, the Company's management identified a ... environment in which the company ... In connection with the Annual Report of RBC BearingsÂ ...",2023-05-19,2023-05-19
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",Form SD for RBC Bearings INC filed 05/31/2023,,https://investor.rbcbearings.com/static-files/fad3b549-458d-4895-8cf7-efc06af4b7e4,Section 1 â€“ Conflict Minerals Disclosure. Item 1.01 Conflict Minerals Disclosure and Report. RBC Bearings Incorporated (the â€œCompanyâ€) determined thatÂ ...,2023-05-31,2023-05-31
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",Form 10-Q for RBC Bearings INC filed 02/08/2024,,https://investor.rbcbearings.com/static-files/fec6793b-4502-4e86-83bc-f4b0c63baf5d,"Feb 8, 2024 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the SecuritiesÂ ...",2024-02-08,2024-02-08
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",Form 10-Q for RBC Bearings INC filed 11/10/2022,,https://investor.rbcbearings.com/static-files/0b3c78f3-7816-4325-bbf1-77ed5ff128c1,"Oct 1, 2022 ... (u) environmental ... financial reporting for our 2023 fiscal year. ... I have reviewed this quarterly report on Form 10-Q of RBC BearingsÂ ...",2022-11-10,2022-11-10
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",RBC BEARINGS INCORPORATED,,https://investor.rbcbearings.com/static-files/95524d66-6b96-42df-ad74-fbe64422b3e9,"Sep 21, 2021 ... ... Company's knowledge, is threatened. Except as set forth in the. Company's Annual Report on Form 10-K for the fiscal year ended April 3, 2021Â ...",2021-09-24,2021-09-24
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",FORM 10-K/A RBC BEARINGS INCORPORATED,,https://investor.rbcbearings.com/static-files/4a4bde32-10bb-4daf-8cec-dc0475b47ccc,"Apr 2, 2022 ... capital expenditures for environmental compliance in fiscal year 2023. Available Information. We file our annual, quarterly and currentÂ ...",2022-08-05,2022-09-06
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",FORM 10-K,,https://investor.rbcbearings.com/static-files/29d27f19-3e36-4d18-ada0-90d9a5fcd5f4,"Jun 15, 2007 ... In connection with the Annual Report of RBC Bearings Incorporated (the â€œCompanyâ€) Form 10-K for the year ended March 30, 2013, as filed withÂ ...",2013-05-29,
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",FORM 10-K,,https://investor.rbcbearings.com/static-files/8b302f5b-9565-4b9c-a903-745339a814b5,"Jun 15, 2007 ... In connection with the Annual Report of RBC Bearings Incorporated (the â€œCompanyâ€) Form 10-K for the year ended April 1, 2017, as filed withÂ ...",2017-06-13,
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",RBC BEARINGS INCORPORATED,,https://investor.rbcbearings.com/static-files/fe664bed-c054-4ec2-b402-e908c72d7916,"Sep 20, 2021 ... ... RBC Bearings Incorporated of our report dated September 13, 2021, with respect to the combined financial statements of the Dodge MechanicalÂ ...",2021-09-20,2021-09-20
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:investor.rbcbearings.com",FORM 10-K,,https://investor.rbcbearings.com/static-files/94d26aa7-9b53-475b-969b-841f60ac7487,"Jun 15, 2007 ... In connection with the Annual Report of RBC Bearings Incorporated (the â€œCompanyâ€) Form 10-K for the year ended April 2, 2016, as filed withÂ ...",2016-06-09,
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",Form 10-K for RBC Bearings INC filed 05/19/2023,,https://investor.rbcbearings.com/static-files/d541a03f-0396-4e05-b66e-5c93966c9fc1,"May 19, 2023 ... ... 2023, the Company's management identified a ... environment in which the company ... In connection with the Annual Report of RBC BearingsÂ ...",2023-05-19,2023-05-19
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",Form SD for RBC Bearings INC filed 05/31/2023,,https://investor.rbcbearings.com/static-files/fad3b549-458d-4895-8cf7-efc06af4b7e4,Section 1 â€“ Conflict Minerals Disclosure. Item 1.01 Conflict Minerals Disclosure and Report. RBC Bearings Incorporated (the â€œCompanyâ€) determined thatÂ ...,2023-05-31,2023-05-31
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",Form 10-Q for RBC Bearings INC filed 02/08/2024,,https://investor.rbcbearings.com/static-files/fec6793b-4502-4e86-83bc-f4b0c63baf5d,"Feb 8, 2024 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the SecuritiesÂ ...",2024-02-08,2024-02-08
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",Form 10-Q for RBC Bearings INC filed 11/10/2022,,https://investor.rbcbearings.com/static-files/0b3c78f3-7816-4325-bbf1-77ed5ff128c1,"Oct 1, 2022 ... (u) environmental ... financial reporting for our 2023 fiscal year. ... I have reviewed this quarterly report on Form 10-Q of RBC BearingsÂ ...",2022-11-10,2022-11-10
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",RBC BEARINGS INCORPORATED,,https://investor.rbcbearings.com/static-files/95524d66-6b96-42df-ad74-fbe64422b3e9,"Sep 21, 2021 ... ... Company's knowledge, is threatened. Except as set forth in the. Company's Annual Report on Form 10-K for the fiscal year ended April 3, 2021Â ...",2021-09-24,2021-09-24
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",FORM 10-K/A RBC BEARINGS INCORPORATED,,https://investor.rbcbearings.com/static-files/4a4bde32-10bb-4daf-8cec-dc0475b47ccc,"Apr 2, 2022 ... capital expenditures for environmental compliance in fiscal year 2023. Available Information. We file our annual, quarterly and currentÂ ...",2022-08-05,2022-09-06
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",FORM 10-K,,https://investor.rbcbearings.com/static-files/29d27f19-3e36-4d18-ada0-90d9a5fcd5f4,"Jun 15, 2007 ... In connection with the Annual Report of RBC Bearings Incorporated (the â€œCompanyâ€) Form 10-K for the year ended March 30, 2013, as filed withÂ ...",2013-05-29,
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",FORM 10-K,,https://investor.rbcbearings.com/static-files/8b302f5b-9565-4b9c-a903-745339a814b5,"Jun 15, 2007 ... In connection with the Annual Report of RBC Bearings Incorporated (the â€œCompanyâ€) Form 10-K for the year ended April 1, 2017, as filed withÂ ...",2017-06-13,
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",RBC BEARINGS INCORPORATED,,https://investor.rbcbearings.com/static-files/fe664bed-c054-4ec2-b402-e908c72d7916,"Sep 20, 2021 ... ... RBC Bearings Incorporated of our report dated September 13, 2021, with respect to the combined financial statements of the Dodge MechanicalÂ ...",2021-09-20,2021-09-20
"RBC Bearings, Inc. Sustainability Report 2023 filetype:pdf site:rbcbearings.com",FORM 10-K,,https://investor.rbcbearings.com/static-files/94d26aa7-9b53-475b-969b-841f60ac7487,"Jun 15, 2007 ... In connection with the Annual Report of RBC Bearings Incorporated (the â€œCompanyâ€) Form 10-K for the year ended April 2, 2016, as filed withÂ ...",2016-06-09,
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,eGain Corporation,,https://hd.egain.com/corporate/report-egain-proxy-2023.pdf,"Dec 5, 2023 ... The Proxy Statement for our Annual Meeting and eGain's Annual Report to Stockholders on Form 10-K for the ... fiscal year ended June 30, 2023 (theÂ ...",2023-10-12,2023-10-12
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,egain-annual-report-2022.pdf,,https://hd.egain.com/corporate/egain-annual-report-2022.pdf,"Sep 13, 2022 ... eGain Corporation (â€œeGainâ€, the â€œCompanyâ€, â€œourâ€, â€œweâ€ or â€œusâ€) automates customer engagement with an innovative. Software as a service (SaaS)Â ...",2022-10-07,2022-10-24
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,eGain Annual Report 2023,,https://hd.egain.com/corporate/egain-annual-report-2023.pdf,"Sep 14, 2023 ... We faced a challenging economic environment in fiscal 2023. Our growth plans were stymied by a broad slowdown in enterprise technologyÂ ...",2023-10-05,2023-10-11
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,eGain Corporation,,https://hd.egain.com/corporate/egain-annual-report-2019.pdf,"Sep 12, 2019 ... ... report on customer data in a phone-centric environment. They do not offer rich applications to engage customers across digital-first touchÂ ...",2019-10-03,2019-10-03
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,THE STATE OF KNOWLEDGE MANAGEMENT IN 2023 ...,,https://hd.egain.com/surveys/state-of-knowledge-management-survey-2023.pdf,"Today, Inc., in partnership with eGain Corporation. ... (See the â€œDemographicsâ€ section at the end of this report for a ... regulated environment. Figure 7: NumberÂ ...",2023-04-14,2023-04-14
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,Untitled,,https://hd.egain.com/corporate/egain-annual-report-2021.pdf,"Sep 10, 2021 ... Supplementary Data of this Annual Report, certain Company contracts have contractual billings which do not coincide ... eGain Corporation (â€œeGainâ€Â ...",2021-10-14,2021-10-28
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,Knowledge Hubs,,https://hd.egain.com/corporate/egain-investor-presentation-q3fy2024.pdf,"May 9, 2024 ... ... eGain's public filings, including eGain's annual report on Form 10-K for the fiscal year ended June 30, 2023 and subsequent reports filedÂ ...",2024-05-09,2024-05-09
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,Quarterly Shareholder Letter,,https://hd.egain.com/corporate/egain-shareholder-letter-q124.pdf,"detailed from time to time in eGain's public filings, including eGain's annual report on Form 10-K filed on September 14, 2023 and subsequent reports filedÂ ...",2023-11-14,2023-11-14
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,Connect More Dots,,https://hd.egain.com/corporate/egain-investor-presentation-q1fy24.pdf,economic environment; risks that ... eGain's annual report on Form 10-K for the fiscal year ... Using 1QFY24's $0.48 EPS run rate. Page 27. Â© 2023 eGain CorporationÂ ...,2023-11-14,2023-11-14
eGain Corp. Sustainability Report 2023 filetype:pdf site:hd.egain.com,Connect More Dots,,https://hd.egain.com/corporate/egain-investor-presentation-q4fy23.pdf,"Sep 14, 2023 ... ... eGain's public filings, including. eGain's annual report on Form 10-K for the fiscal year ended June 30, 2023 and subsequent reports filedÂ ...",2023-09-14,2023-09-14
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,eGain Corporation,,https://hd.egain.com/corporate/report-egain-proxy-2023.pdf,"Dec 5, 2023 ... The Proxy Statement for our Annual Meeting and eGain's Annual Report to Stockholders on Form 10-K for the ... fiscal year ended June 30, 2023 (theÂ ...",2023-10-12,2023-10-12
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,egain-annual-report-2022.pdf,,https://hd.egain.com/corporate/egain-annual-report-2022.pdf,"Sep 13, 2022 ... eGain Corporation (â€œeGainâ€, the â€œCompanyâ€, â€œourâ€, â€œweâ€ or â€œusâ€) automates customer engagement with an innovative. Software as a service (SaaS)Â ...",2022-10-07,2022-10-24
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,eGain Annual Report 2023,,https://hd.egain.com/corporate/egain-annual-report-2023.pdf,"Sep 14, 2023 ... We faced a challenging economic environment in fiscal 2023. Our growth plans were stymied by a broad slowdown in enterprise technologyÂ ...",2023-10-05,2023-10-11
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,eGain Corporation,,https://hd.egain.com/corporate/egain-annual-report-2019.pdf,"Sep 12, 2019 ... ... report on customer data in a phone-centric environment. They do not offer rich applications to engage customers across digital-first touchÂ ...",2019-10-03,2019-10-03
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,THE STATE OF KNOWLEDGE MANAGEMENT IN 2023 ...,,https://hd.egain.com/surveys/state-of-knowledge-management-survey-2023.pdf,"Today, Inc., in partnership with eGain Corporation. ... (See the â€œDemographicsâ€ section at the end of this report for a ... regulated environment. Figure 7: NumberÂ ...",2023-04-14,2023-04-14
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,Untitled,,https://hd.egain.com/corporate/egain-annual-report-2021.pdf,"Sep 10, 2021 ... Supplementary Data of this Annual Report, certain Company contracts have contractual billings which do not coincide ... eGain Corporation (â€œeGainâ€Â ...",2021-10-14,2021-10-28
eGain Corp. Sustainability Report 2023 filetype:pdf site:egain.com,Knowledge Hubs,,https://hd.egain.com/corporate/egain-investor-presentation-q3fy2024.pdf,"May 9, 2024 ... ... eGain's public filings, including eGain's annual report on Form 10-K for the fiscal year ended June 30, 2023 and subsequent reports filedÂ ...",2024-05-09,2024-05-09
